Tourist_ID,Come_From,Age,Gender,Travel_Purpose,Preferred_Destination,total_cost_USD,Travel_Frequency_per_Year,travel_with,Traveler_Type
T1601,China,62,Other,Medical,Adventure,2668.0,5.0,With Family,Medium
T1602,India,54,Other,Business,City,3098.0,8.0,With Family,High
T1603,UK,62,Male,Business,Mountain,306.6375,7.0,Without Family,Low
T1604,France,40,Other,Medical,City,4395.0,3.0,With Family,High
T1605,Ireland,62,Other,Leisure,Business,1471.86,7.0,With Family,Medium
T1606,China,36,Other,Business,Countryside,2528.0,11.0,Without Family,Medium
T1607,Pakistan,47,Female,Education,Beach,797.2574999999999,7.0,Unknown,Low
T1608,Italy,73,Female,Leisure,Beach,923.61731,7.0,With Family,Low
T1609,France,72,Female,Leisure,Business,1563.85125,7.0,Unknown,Medium
T1610,UK,41,Female,Business,Adventure,517.0,8.0,Without Family,Low
T1611,India,69,Male,Education,Mountain,2046.0,5.0,With Family,Medium
T1612,India,26,Male,Medical,City,2787.0,9.0,With Family,Medium
T1613,Zimbabwe,42,Male,Leisure,Beach,183.9825,7.0,Without Family,Low
T1614,India,55,Female,Education,City,361.0,8.0,With Family,Low
T1615,Israel,21,Other,Leisure,Discovery,858.585,7.0,With Family,Low
T1616,UK,24,Male,Leisure,Beach,4582.0,3.0,With Family,High
T1617,Zambia,48,Male,Business,Discovery,735.93,7.0,Without Family,Low
T1618,UK,72,Female,Business,Mountain,1344.0,4.0,Without Family,Medium
T1619,India,42,Female,Education,Beach,425.0,11.0,With Family,Low
T1620,Germany,18,Male,Medical,Adventure,2961.0,7.0,With Family,Medium
T1621,Iraq,73,Male,Business,Mountain,459.95625,7.0,Unknown,Low
T1622,Australia,20,Other,Business,Mountain,2979.0,6.0,With Family,Medium
T1623,Israel,20,Male,Leisure,Discovery,735.93,7.0,With Family,Low
T1624,France,33,Male,Education,Adventure,340.0,8.0,With Family,Low
T1625,USA,25,Other,Leisure,Business,3066.375,7.0,With Family,High
T1626,UK,59,Male,Education,Countryside,2118.0,11.0,With Family,Medium
T1627,USA,34,Other,Leisure,Discovery,9137.7975,7.0,With Family,High
T1628,India,68,Other,Education,Countryside,2854.0,3.0,Without Family,Medium
T1629,UK,73,Male,Leisure,Discovery,1165.2225,7.0,Unknown,Medium
T1630,China,41,Female,Leisure,Beach,3156.0,6.0,Without Family,High
T1631,UK,45,Other,Leisure,Discovery,7635.27375,7.0,With Family,High
T1632,UK,48,Male,Leisure,Mountain,487.0,5.0,Without Family,Low
T1633,USA,46,Other,Leisure,Discovery,5734.12125,7.0,With Family,High
T1634,USA,36,Female,Leisure,Beach,2027.0,8.0,Without Family,Medium
T1635,USA,72,Other,Leisure,Discovery,6991.335,7.0,With Family,High
T1636,Germany,56,Female,Business,City,799.0,6.0,Without Family,Low
T1637,USA,71,Male,Leisure,Discovery,3434.34,7.0,Unknown,High
T1638,France,60,Other,Education,City,661.0,3.0,Without Family,Low
T1639,UK,33,Female,Leisure,Discovery,1686.50625,7.0,Unknown,Medium
T1640,UK,42,Female,Business,City,421.0,3.0,With Family,Low
T1641,France,22,Other,Leisure,Discovery,613.275,7.0,With Family,Low
T1642,Canada,30,Male,Leisure,Adventure,1577.0,10.0,With Family,Medium
T1643,USA,31,Male,Leisure,Discovery,7788.5925,7.0,With Family,High
T1644,USA,19,Male,Leisure,Discovery,1533.1875,7.0,With Family,Medium
T1645,France,62,Female,Leisure,Adventure,3715.0,6.0,With Family,High
T1646,France,29,Female,Medical,Beach,3169.0,5.0,With Family,High
T1647,UK,20,Female,Leisure,Discovery,1330.80675,7.0,Unknown,Medium
T1648,Germany,39,Other,Leisure,Discovery,5212.8375,7.0,With Family,High
T1649,China,31,Male,Leisure,Adventure,1658.0,8.0,Without Family,Medium
T1650,Germany,73,Female,Leisure,Discovery,214.64625,7.0,Unknown,Low
T1651,South Africa,75,Other,Business,Discovery,6132.75,7.0,With Family,High
T1652,Canada,69,Other,Leisure,City,4571.0,4.0,With Family,High
T1653,USA,18,Other,Leisure,Beach,12541.47375,7.0,With Family,High
T1654,Italy,22,Other,Leisure,Beach,2269.1175,7.0,With Family,Medium
T1655,China,37,Other,Education,Mountain,754.0,10.0,With Family,Low
T1656,Australia,61,Male,Leisure,Discovery,1471.86,7.0,Without Family,Medium
T1657,India,42,Female,Medical,Mountain,4709.0,5.0,Without Family,High
T1658,China,31,Male,Business,Beach,2435.0,8.0,With Family,Medium
T1659,USA,68,Other,Medical,Mountain,3788.0,8.0,Without Family,High
T1660,Belgium,22,Female,Leisure,Discovery,1502.52375,7.0,Unknown,Medium
T1661,Singapore,75,Male,Leisure,Business,6206.343,7.0,Unknown,High
T1662,Germany,39,Male,Business,City,951.0,9.0,With Family,Low
T1663,India,19,Female,Medical,City,1897.0,9.0,With Family,Medium
T1664,USA,26,Other,Leisure,Discovery,6623.37,7.0,With Family,High
T1665,USA,55,Other,Leisure,Discovery,3986.2875,7.0,With Family,High
T1666,France,23,Other,Leisure,Discovery,370.74,7.0,With Family,Low
T1667,Canada,68,Other,Leisure,Discovery,8069.7148,7.0,Unknown,High
T1668,USA,71,Other,Leisure,Discovery,13614.705,7.0,With Family,High
T1669,India,18,Male,Business,Beach,306.6375,7.0,With Family,Low
T1670,Mauritius,22,Male,Business,Discovery,2759.7375,7.0,Without Family,Medium
T1671,Japan,74,Other,Leisure,Business,122.655,7.0,With Family,Low
T1672,USA,25,Other,Leisure,Discovery,6746.025,7.0,With Family,High
T1673,USA,65,Male,Leisure,Discovery,551.9475,7.0,With Family,Low
T1674,Slovenia,30,Other,Leisure,Beach,7053.07764,7.0,With Family,High
T1675,Netherlands,25,Other,Leisure,Discovery,1763.26941,7.0,With Family,Medium
T1676,Zambia,36,Male,Business,Discovery,613.275,7.0,Without Family,Low
T1677,Brazil,20,Other,Business,Discovery,1533.1875,7.0,With Family,Medium
T1678,Spain,75,Other,Leisure,Discovery,1226.55,7.0,With Family,Medium
T1679,Germany,19,Other,Leisure,Discovery,2518.9563,7.0,With Family,Medium
T1680,UK,39,Other,Leisure,Beach,3066.375,7.0,With Family,High
T1681,UK,69,Male,Business,Mountain,370.0,7.0,Without Family,Low
T1682,USA,38,Female,Leisure,Discovery,2698.41,7.0,With Family,Medium
T1683,USA,67,Male,Leisure,Discovery,3373.0125,7.0,With Family,High
T1684,USA,73,Male,Business,Discovery,183.9825,7.0,Unknown,Low
T1685,China,23,Male,Business,Mountain,613.275,7.0,Unknown,Low
T1686,China,20,Male,Volunteering,Beach,1263.3465,7.0,Unknown,Medium
T1687,USA,35,Male,Leisure,Discovery,1763.165625,7.0,Unknown,Medium
T1688,UK,26,Male,Leisure,Beach,370.0,7.0,Unknown,Low
T1689,Kenya,35,Male,Leisure,Beach,1226.55,7.0,Without Family,Medium
T1690,Germany,36,Other,Leisure,Beach,2220.0,7.0,With Family,Medium
T1691,USA,45,Female,Volunteering,Culture,1533.1875,7.0,Without Family,Medium
T1692,Germany,27,Other,Leisure,Discovery,367.965,7.0,With Family,Low
T1693,Egypt,66,Male,Leisure,Business,4016.95125,7.0,With Family,High
T1694,USA,18,Other,Leisure,Discovery,2146.4625,7.0,With Family,Medium
T1695,Malaysia,36,Other,Leisure,Business,3679.65,7.0,With Family,High
T1696,Canada,38,Other,Leisure,Discovery,8279.2125,7.0,With Family,High
T1697,USA,48,Male,Leisure,Discovery,183.9825,7.0,With Family,Low
T1698,UK,25,Other,Leisure,Discovery,7727.265,7.0,With Family,High
T1699,Spain,35,Other,Leisure,Discovery,1226.55,7.0,With Family,Medium
T1700,South Africa,68,Male,Business,Mountain,613.275,7.0,Without Family,Low
T1701,Switzerland,65,Female,Leisure,Culture,919.9125,7.0,Without Family,Low
T1702,India,70,Male,Business,Mountain,797.2574999999999,7.0,Unknown,Low
T1703,UK,49,Male,Business,Discovery,2453.1,7.0,With Family,Medium
T1704,Germany,34,Other,Education,Discovery,11986.0337275,7.0,Without Family,High
T1705,China,37,Male,Business,Mountain,613.275,7.0,Without Family,Low
T1706,France,40,Other,Leisure,Discovery,1655.8425,7.0,With Family,Medium
T1707,Spain,21,Other,Leisure,Discovery,5289.80823,7.0,With Family,High
T1708,UK,18,Male,Leisure,Beach,503.79126,7.0,Unknown,Low
T1709,Czech Republic,21,Male,Leisure,Culture,1679.3042,7.0,Without Family,Medium
T1710,Italy,73,Other,Leisure,Beach,4450.15613,7.0,With Family,High
T1711,United Arab Emirates,39,Male,Leisure,Discovery,6746.025,7.0,Unknown,High
T1712,India,72,Male,Business,Discovery,889.24875,7.0,Without Family,Low
T1713,Kenya,70,Female,Business,Beach,613.275,7.0,Without Family,Low
T1714,USA,34,Other,Leisure,Discovery,9321.78,7.0,With Family,High
T1715,Uganda,20,Male,Business,Mountain,2821.065,7.0,Unknown,Medium
T1716,UK,75,Female,Leisure,Discovery,306.6375,7.0,Unknown,Low
T1717,USA,69,Female,Leisure,Discovery,209.126775,7.0,Unknown,Low
T1718,South Africa,73,Male,Business,Mountain,6255.405,7.0,Unknown,High
T1719,Spain,21,Other,Leisure,Discovery,4786.01697,7.0,With Family,High
T1720,China,40,Other,Leisure,Beach,2453.1,7.0,With Family,Medium
T1721,France,65,Female,Leisure,Discovery,3679.65,7.0,With Family,High
T1722,India,49,Male,Business,Discovery,1410.5325,7.0,Without Family,Medium
T1723,Netherlands,42,Female,Education,Discovery,1150.323377,7.0,Without Family,Medium
T1724,USA,41,Other,Leisure,Discovery,1839.825,7.0,With Family,Medium
T1725,Switzerland,23,Female,Leisure,Discovery,8995.8544,7.0,With Family,High
T1726,Australia,59,Other,Education,Business,2544.1721145,7.0,With Family,Medium
T1727,South Africa,19,Male,Leisure,business,592.0,7.0,Without Family,Low
T1728,USA,28,Other,Leisure,Adventure,306.6375,7.0,With Family,Low
T1729,UK,69,Female,Leisure,Discovery,210.5337,7.0,Without Family,Low
T1730,USA,75,Other,Leisure,Discovery,12878.775,7.0,With Family,High
T1731,Singapore,55,Other,Leisure,Business,4906.2,7.0,With Family,High
T1732,UK,34,Other,Leisure,Discovery,3986.2875,7.0,With Family,High
T1733,UK,37,Other,Leisure,Business,5028.855,7.0,With Family,High
T1734,USA,71,Other,Leisure,Discovery,12633.465,7.0,With Family,High
T1735,Spain,27,Female,Leisure,Discovery,3084.77325,7.0,Unknown,High
T1736,UK,32,Male,Leisure,Adventure,613.275,7.0,Unknown,Low
T1737,Japan,59,Female,Education,Adventure,429.2925,7.0,Unknown,Low
T1738,UK,54,Female,Leisure,Beach,4210.674,7.0,With Family,High
T1739,Spain,67,Other,Leisure,Beach,14358.05091,7.0,With Family,High
T1740,Italy,66,Other,Leisure,Culture,2518.9563,7.0,With Family,Medium
T1741,Germany,23,Female,Leisure,Adventure,240.5,7.0,Unknown,Low
T1742,UK,57,Other,Volunteering,Culture,631.6011,7.0,With Family,Low
T1743,USA,70,Other,Leisure,Discovery,919.9125,7.0,With Family,Low
T1744,Australia,72,Other,Leisure,Discovery,1226.55,7.0,With Family,Medium
T1745,USA,21,Female,Leisure,Business,6138.88275,7.0,With Family,High
T1746,India,64,Male,Business,Discovery,735.93,7.0,Unknown,Low
T1747,USA,64,Female,Leisure,Business,3526.33125,7.0,Unknown,High
T1748,United Arab Emirates,32,Female,Leisure,Discovery,2759.7375,7.0,Unknown,Medium
T1749,USA,50,Other,Leisure,Discovery,10119.0375,7.0,With Family,High
T1750,Canada,75,Male,Leisure,Discovery,1839.825,7.0,Without Family,Medium
T1751,Netherlands,50,Female,Education,Discovery,1175.51294,7.0,Unknown,Medium
T1752,Japan,46,Other,Leisure,Discovery,1839.825,7.0,With Family,Medium
T1753,Australia,24,Other,Leisure,Culture,402.3084,7.0,With Family,Low
T1754,UK,53,Other,Leisure,Discovery,2105.337,7.0,With Family,Medium
T1755,USA,65,Other,Leisure,Beach,4354.2525,7.0,With Family,High
T1756,Belgium,56,Male,Business,Mountain,919.9125,7.0,Without Family,Low
T1757,USA,68,Other,Leisure,Discovery,1563.85125,7.0,With Family,Medium
T1758,Oman,18,Male,Leisure,Beach,370.0,7.0,Without Family,Low
T1759,Ireland,20,Other,Leisure,Discovery,8833.140092,7.0,With Family,High
T1760,France,21,Other,Leisure,Discovery,251.89563,7.0,With Family,Low
T1761,Australia,65,Other,Leisure,Discovery,7451.29125,7.0,With Family,High
T1762,USA,67,Other,Leisure,Discovery,11038.95,7.0,With Family,High
T1763,UK,73,Other,Leisure,Discovery,2862.154425,7.0,With Family,Medium
T1764,Spain,22,Female,Leisure,Discovery,1962.48,7.0,Unknown,Medium
T1765,USA,29,Other,Leisure,Discovery,8340.539999999999,7.0,With Family,High
T1766,Australia,73,Other,Leisure,Discovery,14571.4325,7.0,With Family,High
T1767,Australia,24,Female,Leisure,Discovery,118.6812,7.0,Unknown,Low
T1768,USA,57,Other,Leisure,Discovery,1226.55,7.0,With Family,Medium
T1769,USA,24,Other,Leisure,Discovery,6286.06875,7.0,With Family,High
T1770,USA,18,Female,Leisure,Beach,333.0,7.0,With Family,Low
T1771,Canada,35,Female,Leisure,Discovery,2698.41,7.0,With Family,Medium
T1772,Spain,65,Other,Leisure,Discovery,1533.1875,7.0,With Family,Medium
T1773,Italy,63,Female,Leisure,Beach,1679.3042,7.0,Unknown,Medium
T1774,India,20,Male,Business,Mountain,245.31,7.0,Without Family,Low
T1775,India,21,Male,Business,Mountain,981.24,7.0,Without Family,Low
T1776,UK,70,Female,Volunteering,Adventure,2002.175487,7.0,Unknown,Medium
T1777,UK,74,Female,Leisure,Beach,613.275,7.0,With Family,Low
T1778,UK,37,Female,Leisure,Discovery,1103.895,7.0,Without Family,Medium
T1779,Germany,52,Female,Leisure,Culture,3679.65,7.0,With Family,High
T1780,Canada,53,Female,Leisure,Beach,3066.375,7.0,With Family,High
T1781,Rwanda,34,Female,Business,Mountain,183.9825,7.0,Unknown,Low
T1782,USA,70,Male,Leisure,Beach,1471.86,7.0,Unknown,Medium
T1783,Switzerland,68,Other,Leisure,Discovery,3311.685,7.0,With Family,High
T1784,UK,19,Other,Leisure,Business,8095.23,7.0,With Family,High
T1785,USA,19,Other,Leisure,Discovery,6960.67125,7.0,With Family,High
T1786,Kenya,67,Male,Business,Discovery,674.6025,7.0,Unknown,Low
T1787,USA,57,Other,Leisure,Discovery,7359.3,7.0,With Family,High
T1788,Australia,66,Male,Leisure,Culture,5338.558875,7.0,Unknown,High
T1789,USA,63,Female,Leisure,Culture,1962.48,7.0,Without Family,Medium
T1790,France,37,Male,Leisure,Discovery,4108.9425,7.0,Unknown,High
T1791,Germany,39,Other,Leisure,Discovery,1839.825,7.0,With Family,Medium
T1792,Greece,74,Male,Leisure,Culture,122.655,7.0,Without Family,Low
T1793,South Africa,21,Male,Leisure,business,981.24,7.0,Without Family,Low
T1794,Denmark,68,Female,Leisure,Beach,1126.169,7.0,Unknown,Medium
T1795,India,20,Male,Business,Discovery,306.6375,7.0,Without Family,Low
T1796,USA,73,Female,Leisure,Discovery,165.58425,7.0,Unknown,Low
T1797,France,65,Other,Leisure,Discovery,10075.8252,7.0,With Family,High
T1798,Spain,75,Other,Volunteering,Culture,122.655,7.0,With Family,Low
T1799,UK,18,Other,Leisure,Discovery,521.2837499999999,7.0,With Family,Low
T1800,France,55,Other,Leisure,Discovery,3679.65,7.0,With Family,High
T1801,Germany,39,Other,Leisure,Beach,3066.375,7.0,Unknown,High
T1802,USA,22,Other,Leisure,Discovery,674.6025,7.0,With Family,Low
T1803,Comoros,45,Male,Leisure,Beach,1679.3042,7.0,Without Family,Medium
T1804,Italy,56,Other,Leisure,Discovery,101.190375,7.0,With Family,Low
T1805,Zimbabwe,69,Male,Business,Adventure,114.7,7.0,Without Family,Low
T1806,France,39,Other,Leisure,Discovery,6562.0425,7.0,With Family,High
T1807,Germany,67,Other,Leisure,Discovery,6439.3875,7.0,With Family,High
T1808,Spain,70,Other,Leisure,Beach,2575.755,7.0,With Family,Medium
T1809,Malawi,71,Male,Leisure,Beach,148.0,7.0,With Family,Low
T1810,Rwanda,69,Male,Leisure,Adventure,107.3,7.0,Without Family,Low
T1811,France,71,Other,Leisure,Beach,9444.435,7.0,With Family,High
T1812,France,63,Other,Leisure,Beach,6465.32117,7.0,With Family,High
T1813,Zimbabwe,72,Other,Other,Adventure,418.1,7.0,With Family,Low
T1814,Germany,47,Other,Leisure,Discovery,6213.42554,7.0,With Family,High
T1815,Canada,65,Female,Leisure,Discovery,204.220575,7.0,Without Family,Low
T1816,UK,75,Other,Leisure,Discovery,4660.89,7.0,With Family,High
T1817,Norway,45,Other,Business,Adventure,1226.55,7.0,With Family,Medium
T1818,UK,68,Female,Leisure,Beach,210.5337,7.0,Without Family,Low
T1819,China,19,Male,Business,Beach,441.558,7.0,Unknown,Low
T1820,Denmark,75,Other,Leisure,Discovery,6255.405,7.0,With Family,High
T1821,UK,54,Female,Volunteering,Discovery,766.59375,7.0,Unknown,Low
T1822,India,24,Male,Business,Mountain,1901.1525,7.0,Without Family,Medium
T1823,USA,56,Male,Education,Discovery,1165.2225,7.0,Unknown,Medium
T1824,Uae,21,Male,Leisure,Culture,352.01985,7.0,Unknown,Low
T1825,South Africa,65,Male,Business,Discovery,153.31875,7.0,Without Family,Low
T1826,UK,68,Other,Leisure,Discovery,3591.22,7.0,With Family,High
T1827,Netherlands,48,Male,Leisure,Discovery,2085.135,7.0,Unknown,Medium
T1828,USA,61,Male,Business,Discovery,2146.4625,7.0,Without Family,Medium
T1829,South Africa,67,Male,Business,Discovery,674.6025,7.0,Unknown,Low
T1830,Spain,52,Female,Leisure,Beach,459.95625,7.0,With Family,Low
T1831,South Africa,40,Male,Business,Discovery,183.9825,7.0,Unknown,Low
T1832,USA,32,Male,Leisure,Business,613.275,7.0,Without Family,Low
T1833,Spain,28,Male,Leisure,Business,2518.9563,7.0,With Family,Medium
T1834,Netherlands,59,Other,Leisure,Discovery,6132.75,7.0,With Family,High
T1835,USA,73,Other,Leisure,Discovery,613.275,7.0,With Family,Low
T1836,Australia,41,Male,Leisure,Discovery,1349.205,7.0,Without Family,Medium
T1837,Netherlands,73,Other,Leisure,Discovery,5373.77344,7.0,With Family,High
T1838,USA,47,Other,Leisure,Discovery,3189.03,7.0,With Family,High
T1839,Uganda,31,Male,Business,Discovery,183.9825,7.0,Without Family,Low
T1840,South Africa,68,Male,Business,Discovery,111.0,7.0,With Family,Low
T1841,Canada,25,Other,Volunteering,Culture,122.655,7.0,With Family,Low
T1842,UK,66,Female,Volunteering,Adventure,1263.2022,7.0,Unknown,Medium
T1843,Ireland,29,Male,Business,Discovery,251.89563,7.0,With Family,Low
T1844,UK,64,Female,Business,Discovery,245.31,7.0,Unknown,Low
T1845,Canada,57,Other,Leisure,Discovery,3097.03875,7.0,With Family,High
T1846,Spain,70,Other,Leisure,Business,8648.41663,7.0,With Family,High
T1847,France,42,Male,Leisure,Business,740.0,7.0,Unknown,Low
T1848,USA,41,Female,Business,Discovery,183.9825,7.0,Unknown,Low
T1849,Italy,50,Male,Volunteering,Adventure,839.6521,7.0,Without Family,Low
T1850,USA,74,Female,Volunteering,Beach,919.9125,7.0,Unknown,Low
T1851,Netherlands,20,Female,Leisure,Culture,2518.9563,7.0,Without Family,Medium
T1852,South Africa,68,Male,Leisure,Discovery,2085.135,7.0,With Family,Medium
T1853,Netherlands,67,Female,Leisure,Discovery,4282.22571,7.0,Unknown,High
T1854,South Africa,47,Other,Leisure,Discovery,3066.375,7.0,With Family,High
T1855,South Africa,69,Male,Business,Beach,402.4342,7.0,Unknown,Low
T1856,Sri Lanka,68,Male,Leisure,Discovery,4200.93375,7.0,Without Family,High
T1857,USA,60,Other,Leisure,Adventure,1110.0,7.0,With Family,Medium
T1858,South Africa,71,Male,Business,Discovery,185.0,7.0,Unknown,Low
T1859,UK,32,Other,Leisure,Beach,6316.7325,7.0,With Family,High
T1860,USA,52,Male,Leisure,Discovery,1349.205,7.0,Unknown,Medium
T1861,USA,52,Male,Leisure,Discovery,7727.265,7.0,With Family,High
T1862,USA,39,Female,Volunteering,Discovery,2759.7375,7.0,With Family,Medium
T1863,Germany,21,Female,Leisure,Beach,268.4498,7.0,Without Family,Low
T1864,USA,34,Female,Leisure,Beach,275.97375,7.0,Unknown,Low
T1865,Spain,19,Male,Leisure,Beach,587.75647,7.0,Without Family,Low
T1866,South Africa,59,Other,Education,Discovery,1471.86,7.0,With Family,Medium
T1867,Spain,22,Other,Leisure,Discovery,809.523,7.0,With Family,Low
T1868,USA,26,Male,Leisure,Discovery,3250.3575,7.0,Unknown,High
T1869,Spain,44,Other,Leisure,Discovery,8456.9759512,7.0,With Family,High
T1870,Norway,22,Female,Leisure,Business,13062.7575,7.0,Unknown,High
T1871,Denmark,22,Female,Volunteering,Discovery,222.0,7.0,Unknown,Low
T1872,India,50,Male,Business,Discovery,1962.48,7.0,Unknown,Medium
T1873,Kenya,29,Male,Business,Discovery,613.275,7.0,Unknown,Low
T1874,Zimbabwe,59,Male,Business,Mountain,386.36325,7.0,With Family,Low
T1875,USA,26,Other,Leisure,Discovery,13492.05,7.0,With Family,High
T1876,Zambia,19,Male,Business,Mountain,367.965,7.0,Without Family,Low
T1877,Germany,60,Other,Leisure,Discovery,4170.27,7.0,With Family,High
T1878,UK,69,Other,Leisure,Beach,1579.00275,7.0,With Family,Medium
T1879,France,70,Female,Leisure,Adventure,523.1032583,7.0,Without Family,Low
T1880,Qatar,57,Female,Education,Adventure,818.722125,7.0,Without Family,Low
T1881,USA,60,Other,Leisure,Beach,613.275,7.0,With Family,Low
T1882,Belgium,53,Female,Leisure,Discovery,1679.3042,7.0,Unknown,Medium
T1883,Russia,74,Female,Leisure,Beach,2085.135,7.0,With Family,Medium
T1884,Belgium,70,Female,Leisure,Discovery,1679.3042,7.0,Unknown,Medium
T1885,New Zealand,47,Female,Leisure,Beach,447.69075,7.0,Unknown,Low
